QueryName,ResponseName,ReleaseDate,RequiredAge,DemoCount,DeveloperCount,DLCCount,Metacritic,MovieCount,PackageCount,RecommendationCount,PublisherCount,ScreenshotCount,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,SteamSpyPlayersVariance,AchievementCount,AchievementHighlightedCount,ControllerSupport,IsFree,FreeVerAvail,PurchaseAvail,SubscriptionAvail,PlatformWindows,PlatformLinux,PlatformMac,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeSrcSDK,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal
AaAaAA!!! - A Reckless Disregard for Gravity,AaAaAA!!! - A Reckless Disregard for Gravity,Sep 3 2009,0,0,1,1,81,1,2,579,1,15,173969,10915,128773,9391,7,7,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,USD,9.99,9.99
1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby), ,0,0,1,0,0,3,2,399,1,10,104023,8441,75327,7183,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,9.99,9.99
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,Nov 23 2011,0,0,2,0,0,1,1,876,1,12,268666,13562,139534,9775,10,10,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,USD,9.99,9.99
"Warhammer® 40,000™: Dawn of War® II",Warhammer(r) 40000(tm): Dawn of War(r) II,Feb 18 2009,17,0,1,0,85,1,5,4541,1,9,2683249,42718,2122244,38020,73,10,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99
Oddworld: Abe's Oddysee,Oddworld: Abes Oddysee(r),Aug 28 2008,0,1,1,0,0,0,4,1539,1,15,981222,25893,447657,17502,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,2.99,0.74
Oddworld: Abe's Exoddus,Oddworld: Abes Exoddus(r),Aug 28 2008,0,1,1,0,0,0,3,540,1,10,364618,15797,138279,9731,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,2.99,0.74
Oddworld: Munch's Oddysee,Oddworld: Munchs Oddysee,Dec 20 2010,0,0,1,0,0,1,2,394,1,8,204459,11832,71740,7010,38,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,USD,4.99,1.24
Oddworld: Stranger's Wrath HD,Oddworld: Strangers Wrath HD,Dec 20 2010,0,0,1,0,0,2,2,615,1,11,231361,12586,109224,8649,36,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,USD,9.99,2.49
Planet Busters,Planet Busters,Jun 30 2008,0,1,1,0,0,1,1,0,1,10,539,745,533,1044,9,9,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
7 Wonders II,7 Wonders II,Jun 10 2008,0,1,1,0,0,0,3,0,1,9,19011,3608,7174,2217,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Luxor: Amun Rising,Luxor Amun Rising,Jun 10 2008,0,1,1,0,0,0,3,0,1,16,13272,3015,5201,1887,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Luxor 2,Luxor 2,Jun 10 2008,0,1,1,0,0,0,3,0,1,7,18473,3557,7712,2298,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Luxor 3,Luxor 3,Jun 10 2008,0,1,1,0,0,0,3,0,1,15,29055,4461,13989,3095,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Reaxxion,Reaxxion,Jun 10 2008,0,1,1,0,0,0,2,0,1,5,27261,4321,10940,2737,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Little Farm,Little Farm,Jun 10 2008,0,1,1,0,0,1,2,0,1,11,22419,3919,9147,2503,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Luxor,Luxor,Jun 10 2008,0,1,1,0,0,0,3,0,1,12,13631,3055,7533,2271,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Discovery! A Seek & Find Adventure,Discovery! A Seek and Find Adventure,Jul 29 2008,0,1,1,0,0,1,2,0,1,9,16680,3380,6457,2103,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Samantha Swift and the Hidden Roses of Athena,Samantha Swift and the Hidden Roses of Athena,Oct 31 2008,0,1,1,0,0,1,3,0,1,9,15424,3250,5201,1887,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
7 Wonders: The Treasures of Seven,7 Wonders: Treasures of Seven,Nov 14 2008,0,1,1,0,0,1,3,0,1,10,15245,3231,6815,2160,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Luxor: Quest for the Afterlife,Luxor: Quest for the Afterlife,Dec 15 2008,0,1,1,0,0,0,3,0,1,14,14348,3135,7353,2244,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Samantha Swift and the Golden Touch,Samantha Swift and the Golden Touch,Apr 29 2009,0,1,1,0,0,0,3,0,1,26,11658,2826,4842,1821,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Virtual Villagers: A New Home,Virtual Villagers: A New Home,May 12 2008,0,1,1,0,0,1,2,0,1,9,9864,2599,7533,2271,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,USD,9.99,9.99
Virtual Villagers 2: The Lost Children,Virtual Villagers: The Lost Children,May 12 2008,0,1,1,0,0,1,2,0,1,8,8967,2478,5380,1919,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,USD,9.99,9.99
Plant Tycoon,Plant Tycoon,May 12 2008,0,1,1,0,0,1,2,0,1,5,10044,2623,6815,2160,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,USD,9.99,9.99
Fish Tycoon,Fish Tycoon,May 12 2008,0,1,1,0,0,0,2,0,1,6,11478,2804,8788,2453,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,USD,9.99,9.99
Virtual Villagers 3: The Secret City,Virtual Villagers - The Secret City,May 28 2008,0,1,1,0,0,1,2,0,1,10,13093,2994,9326,2527,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,USD,9.99,9.99
Virtual Families,Virtual Families,May 6 2009,0,1,1,0,0,1,1,0,1,8,4304,1717,3766,1606,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,USD,9.99,9.99
Everyday Shooter,Everyday Shooter,May 8 2008,0,0,1,0,77,1,1,0,0,8,47348,5695,29234,4475,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
F.E.A.R. 2: Project Origin,F.E.A.R. 2: Project Origin,Feb 12 2009,17,1,1,1,79,3,2,2524,1,16,1910790,36087,795057,23313,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,14.99,14.99
Chaos Theory,Chaos Theory,May 22 2008,0,1,1,0,0,1,1,0,1,12,2332,1263,1614,1051,12,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99
Trials 2: Second Edition,Trials 2: Second Edition,May 28 2008,0,1,1,0,0,4,2,169,1,16,107251,8570,93979,8023,25,10,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,USD,9.99,9.99
Monster Trucks Nitro,Monster Trucks Nitro,Jan 29 2009,0,1,1,0,0,1,2,0,1,22,16680,3380,12196,2890,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,USD,19.99,19.99
Insecticide Part 1,Insecticide Part 1,Jul 1 2008,0,0,1,0,65,0,1,376,1,11,118191,8997,19908,3693,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,1.99,1.99
Velvet Assassin,Velvet Assassin,May 1 2009,17,0,1,0,61,3,1,1710,1,23,289291,14073,138279,9731,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Legendary,Legendary,Dec 1 2008,17,0,1,0,50,1,2,1794,1,21,288035,14042,128414,9378,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
Sid Meier's Civilization IV: Colonization,Sid Meiers Civilization IV: Colonization,Sep 23 2008,0,0,1,0,83,1,2,255,1,13,1180838,28397,291084,14116,0,0,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99
Tribes: Ascend,Tribes: Ascend,Jun 27 2012,0,0,1,1,86,4,1,7269,1,14,1883350,35828,981580,25898,0,0,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False, ,0.0,0.0
Children of the Nile,Children of the Nile: Enhanced Edition,Jul 8 2008,0,1,1,0,75,1,3,129,1,12,51832,5958,38201,5115,16,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,7.99,7.99
Children of the Nile: Alexandria,Children of the Nile: Alexandria,Sep 22 2008,0,0,1,0,0,0,3,0,1,6,34794,4882,17935,3505,4,4,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,2.49,2.49
Hinterland,Hinterland,Sep 30 2008,0,0,1,0,65,1,2,115,1,17,34256,4844,19908,3693,9,9,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,USD,9.99,9.99
Mosby's Confederacy,Mosbys Confederacy,Nov 19 2008,0,0,1,0,0,1,2,0,1,8,10044,2623,5201,1887,13,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Crysis,Crysis,Sep 17 2008,17,0,1,0,91,1,3,3881,1,5,1001129,26154,798823,23368,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
Crysis Warhead,Crysis Warhead(r),Sep 17 2008,17,0,1,0,84,2,3,1131,1,21,847606,24070,380939,16147,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
Spore,SPORE(tm),Dec 19 2008,0,0,1,0,84,1,1,8853,1,11,1512993,32129,1349247,30348,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,USD,19.99,19.99
Mirror's Edge,Mirrors Edge(tm),Jan 14 2009,0,0,1,0,81,2,1,14960,1,13,2800364,43633,1878508,35782,0,0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
Need for Speed: Undercover,Need for Speed Undercover,Dec 19 2008,0,0,1,0,65,1,1,1726,1,20,301666,14370,234589,12673,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,USD,9.99,9.99
Spore: Creepy & Cute Parts Pack,SPORE(tm) Creepy & Cute Parts Pack,Dec 19 2008,0,0,1,0,0,1,1,308,1,6,650680,21095,302383,14387,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,USD,19.99,19.99
Dragon Age: Origins,Dragon Age: Origins,Nov 5 2009,17,0,1,0,91,5,2,4146,1,8,842943,24004,559750,19568,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,19.99,19.99
Mass Effect,Mass Effect,Dec 19 2008,17,0,1,0,89,1,2,6793,1,12,1551374,32532,1257241,29298,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,USD,19.99,19.99
Dead Space,Dead Space,Jan 9 2009,0,0,1,0,86,1,2,5984,1,20,2261060,39236,1072152,27063,0,0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
Command and Conquer: Red Alert 3,Command & Conquer: Red Alert 3,Jan 8 2009,0,1,1,0,82,2,1,2511,1,14,693007,21769,577506,19875,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99
"Pirates, Vikings, & Knights II",Pirates Vikings and Knights II,Feb 12 2010,0,0,1,0,0,3,0,2862,1,8,693904,21783,394748,16436,206,10,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False, ,0.0,0.0
Dystopia,Dystopia,Feb 6 2009,0,0,1,0,0,0,0,692,0,20,224725,12404,66180,6733,42,10,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False, ,0.0,0.0
Nuclear Dawn,Nuclear Dawn,Sep 26 2011,0,0,2,0,71,4,3,1706,1,33,417167,16896,266693,13512,58,10,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Empires,Empires Mod,Jul 28 2008,0,0,1,0,0,0,0,451,1,27,100615,8301,100615,8301,8,8,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False, ,0.0,0.0
"On the Rain-Slick Precipice of Darkness, Episode One",Precipice of Darkness Episode One,May 21 2008,17,1,1,0,0,1,2,384,1,20,255573,13228,135947,9649,12,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,USD,7.99,7.99
"On the Rain-Slick Precipice of Darkness, Episode Two",Precipice of Darkness Episode Two,Nov 7 2008,17,1,1,0,0,1,2,121,1,16,218806,12240,55957,6191,12,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,USD,7.99,7.99
DeathSpank,DeathSpank,Oct 25 2010,0,0,1,0,77,0,1,419,1,10,127876,9358,75327,7183,12,10,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,USD,14.99,14.99
DeathSpank: Thongs Of Virtue,DeathSpank: Thongs of Virtue,Nov 30 2010,0,0,1,0,78,0,1,115,1,10,93082,7984,23853,4042,13,10,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,USD,14.99,14.99
The Baconing,The Baconing,Aug 31 2011,0,0,1,1,63,3,1,154,1,22,125365,9266,48424,5759,12,10,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,USD,14.99,14.99
Unstoppable Gorg,Unstoppable Gorg,Jan 19 2012,0,1,1,0,73,2,1,187,1,13,68512,6850,35870,4957,30,10,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,USD,9.99,9.99
Spectraball,Spectraball,Oct 20 2008,0,0,1,0,0,1,1,330,1,8,46810,5662,34256,4844,14,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Crazy Machines 2,Crazy Machines 2,Jun 20 2008,0,0,1,10,72,1,3,168,1,10,142224,9869,67256,6787,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,USD,24.99,8.49
Crazy Machines,Crazy Machines,Dec 12 2008,0,0,1,0,78,0,2,0,1,8,53087,6030,25826,4206,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,USD,9.99,6.69
Crazy Machines 1.5,Crazy Machines 1.5,Dec 12 2008,0,0,1,0,78,0,2,0,1,9,1793,1108,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,USD,9.99,9.99
Helldorado,Helldorado,Apr 30 2009,0,0,1,0,65,0,2,0,1,10,32104,4689,11658,2826,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Mata Hari,Mata Hari,Jul 29 2009,0,0,1,0,63,0,2,0,1,11,32642,4728,7174,2217,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Defense Grid: The Awakening,Defense Grid: The Awakening,Dec 8 2008,0,1,1,6,81,1,2,2729,1,25,582707,19964,469179,17917,87,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Mayhem Intergalactic,Mayhem Intergalactic,Jan 22 2009,0,1,1,0,0,1,1,0,1,10,8429,2403,2152,1214,21,10,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
And Yet It Moves,And Yet It Moves,Apr 2 2009,0,1,1,0,75,1,1,938,1,10,549886,19395,293237,14168,30,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Zero Gear,Zero Gear,Jan 12 2010,0,1,1,0,0,1,2,716,1,16,117295,8963,84115,7590,45,10,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,USD,4.99,4.99
Silent Hill: Homecoming,Silent Hill Homecoming,Nov 6 2008,17,0,1,0,64,1,1,409,2,5,79273,7368,62952,6566,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,39.99,39.99
Puzzle Chronicles,Puzzle Chronicles,Apr 21 2010,0,0,1,0,0,0,1,0,2,5,10940,2737,4842,1821,12,10,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,USD,9.99,9.99
Rocket Knight,Rocket Knight,May 11 2010,0,1,1,0,63,1,1,0,2,8,11120,2760,6995,2189,16,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,14.99,14.99
Biozone,Biozone,May 7 2010,0,0,1,0,0,0,1,0,2,8,1793,1108,539,745,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Tank Universal,Tank Universal,Aug 21 2008,0,1,1,0,0,2,1,377,1,17,106892,8556,27261,4321,27,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Space Ark,Space Ark,Mar 16 2012,0,0,1,0,0,0,1,0,1,8,5380,1919,1614,1051,11,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Eternity's Child,Eternitys Child,Jul 31 2008,0,1,2,0,0,1,1,0,1,8,14169,3115,2870,1402,4,4,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Alice: Madness Returns,Alice: Madness Returns, ,17,0,1,0,75,1,0,7107,1,15,661800,21274,495005,18403,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False, ,0.0,0.0
Brothers in Arms: Earned in Blood,Brothers in Arms: Earned in Blood(tm),Oct 10 2008,17,0,1,0,84,1,2,154,1,7,92903,7977,48066,5738,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
The Sum of All Fears,The Sum of All Fears,Oct 10 2008,0,0,1,0,72,0,1,0,1,9,2870,1402,808,912,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Tom Clancy's Rainbow Six 3: Gold Edition,Tom Clancys Rainbow Six(r) 3 Gold,Sep 25 2008,0,0,2,0,85,0,1,556,1,9,139534,9775,84653,7614,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Far Cry 2,Far Cry(r) 2: Fortunes Edition,Oct 22 2008,17,0,1,0,85,6,1,4267,1,13,1272844,29479,785192,23169,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
The Settlers: Rise of an Empire Gold Edition  ,The Settlers(r): Rise Of An Empire Gold Edition,Oct 10 2008,0,0,1,0,66,0,2,132,1,17,46452,5641,42147,5373,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99
Prince of Persia,Prince of Persia(r),Dec 10 2008,0,0,1,0,82,2,1,783,1,7,264720,13462,119267,9038,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Galactic Bowling,Galactic Bowling,Oct 21 2008,0,0,1,0,0,1,1,0,1,10,6277,2073,2690,1357,30,10,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,USD,19.99,19.99
Red Faction: Guerrilla Steam Edition,Red Faction Guerrilla Steam Edition,Sep 15 2009,0,0,3,1,82,11,2,5452,1,20,1034488,26584,701257,21898,60,10,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
S.T.A.L.K.E.R.: Clear Sky,S.T.A.L.K.E.R.: Clear Sky,Sep 15 2008,0,0,1,0,75,0,2,2701,1,25,657854,21211,324085,14894,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
Red Faction,Red Faction,Aug 5 2009,0,0,1,0,78,0,2,945,1,8,542532,19265,204100,11822,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Company of Heroes: Tales of Valor,Company of Heroes: Tales of Valor,Apr 8 2009,17,0,1,0,70,2,3,1088,1,48,2162597,38378,680811,21577,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99
Red Faction II,Red Faction II,Aug 6 2009,0,0,1,0,64,0,2,446,1,18,512222,18720,119806,9058,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",Warhammer(r) 40000: Dawn of War(r) II Chaos Rising,Mar 10 2010,17,0,1,0,85,1,5,1333,1,7,1864877,35653,1098696,27395,73,10,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99
Starscape,Starscape,Nov 3 2008,0,1,1,0,0,1,1,0,1,9,17397,3452,12016,2869,18,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Mr. Robot,Mr. Robot,Nov 3 2008,0,1,1,0,83,1,1,0,1,39,39278,5187,24750,4117,13,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Shatter,Shatter,Mar 15 2010,0,0,1,1,84,1,2,904,1,11,410890,16769,218627,12235,30,10,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
The Witcher: Enhanced Edition,The Witcher: Enhanced Edition Directors Cut,Sep 19 2008,0,0,1,0,86,1,1,15728,2,18,3165161,46365,2256218,39195,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,Apr 16 2012,17,0,1,0,88,2,1,25180,2,23,4424016,54719,3103465,45915,52,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,19.99,19.99
